observed_on,latitude,longitude
2020-07-06,37.43679167,-122.36078667
2020-07-12,45.7115802,-122.91891061
2020-07-08,48.7736083333,-123.8985972222
2020-07-08,48.7748944444,-123.8976222222
2020-07-03,50.277233,-125.235199
2020-07-03,50.278168,-125.23661
2020-07-03,50.278465,-125.236526
2020-06-16,47.48788,-121.80611333
2020-07-11,48.9531416667,-123.819075
2015-05-07,45.838204,-123.067296
2020-07-12,47.8358648,-122.3399779
2020-06-24,50.1641,-126.3056861111
2020-06-24,50.1612777778,-126.3041444444
2020-04-30,47.36696167,-122.27425333
2020-07-12,45.8804840595,-123.9283373953
2020-07-08,49.36127833,-122.87143667
2020-06-25,50.1706972222,-126.1666027778
2020-07-10,54.2904333333,-130.3451083333
2020-07-12,34.49532,-119.61435
2020-06-23,49.251695,-124.94861
2020-06-23,49.25071,-124.947266
2020-06-23,49.25071,-124.947266
2020-06-23,49.248402,-124.94902
2020-07-12,54.24822749,-130.18923742
2020-07-10,41.81152167,-124.12384717
2020-07-11,41.7919,-124.0843055
2020-07-12,49.2590600982,-122.827002356
2020-07-12,49.34328,-123.11571383
2020-07-12,49.34331167,-123.11609717
2020-07-12,44.2669411111,-124.0967575
2020-06-23,49.246955,-124.949621
2020-06-23,49.248688,-124.948364
2020-07-06,47.8646774292,-123.9323806763
2020-07-12,45.4814818,-122.5127036
2020-07-10,37.2515472222,-122.2201
2020-07-12,47.4980071944,-122.1194046944
2020-07-08,47.01337778,-121.53875833
2020-07-05,48.776817,-123.926414
2020-07-13,47.958695701,-124.3064597683
2020-07-13,48.4580479469,-123.3090875857
2020-07-05,48.778713,-123.900604
2020-07-05,48.778301,-123.898811
2020-07-05,48.778248,-123.90461
2020-07-05,48.77449,-123.914276
2020-07-11,49.831695,-125.83808
2020-06-23,41.37498,-124.01431945
2020-07-13,54.3004126,-130.2719789
2020-07-10,48.5534448103,-123.4998847764
2020-07-05,49.32292167,-122.74925333
2020-07-13,39.3152303258,-120.6626420021
2020-07-08,50.3837974767,-125.9602119774
2020-07-13,48.016717285,-122.0634209835
2020-07-12,41.70359167,-124.09513883
2020-07-10,45.9042824843,-123.6829701693
2020-06-22,49.294674,-124.9289630001
2020-06-22,49.29718,-124.929031
2020-06-13,45.7152655957,-122.6139354655
2020-07-10,37.2515722222,-122.2228472222
2020-07-10,37.2515806201,-122.2228524908
2020-05-09,44.626125,-123.307725
2020-07-14,44.673320884,-123.2089389785
2020-07-12,48.6186476425,-124.4383534045
2020-07-14,39.22745,-121.10098333
2020-07-14,39.16881667,-123.15081667
2020-07-14,37.8939819729,-122.5763237797
2020-07-13,49.0124618821,-122.4582391982
2020-07-08,48.7744288064,-123.3704098516
2020-07-12,49.0547563374,-125.7216690993
2019-01-19,37.4324716667,-122.33895
2020-07-13,48.3945942056,-123.9434173228
2020-07-13,48.3940999358,-123.9449594322
2020-07-14,47.6073296793,-121.9969866425
2020-07-14,47.5946164481,-122.0047117397
2020-07-14,49.3071111111,-122.9044944444
2020-07-14,49.3116111111,-122.9024111111
2020-07-14,38.42663667,-122.633025
2020-07-14,38.42663667,-122.63310333
2020-07-14,49.3582729722,-123.1125119722
2020-07-14,48.4632916667,-123.5688333333
2020-07-15,37.436695,-122.36602833
2020-07-15,37.9014031409,-122.6362739641
2020-07-15,37.8950962562,-122.2464388832
2020-07-16,45.9798904972,-123.9226011559
2020-07-11,49.8397638889,-125.8494805556
2020-07-15,38.4388805556,-122.9759166667
2017-12-10,38.3763883333,-122.9768966667
2020-07-16,49.02287217,-122.65691333
2020-07-16,49.0228,-122.65689167
2020-06-26,50.7025333333,-128.2666472222
2020-06-26,50.7022694444,-128.2662972222
2020-06-26,50.6991611111,-128.2626944444
2020-06-27,50.7020027778,-128.2674555556
2020-06-27,50.7023166667,-128.2671527778
2020-06-27,50.7090305556,-128.2737111111
2020-06-27,50.7130472222,-128.2798611111
2020-06-27,50.72885,-128.354301
2020-07-16,49.714955,-124.98351333
2020-07-16,49.3282861111,-122.88565
2020-07-16,45.21003,-123.630225
2020-07-12,40.8728605288,-124.0697410213
2020-07-15,38.0359916667,-122.8266833333
2020-07-16,37.92035333,-122.18290833
2020-07-16,47.8516449722,-122.0399489722
2020-07-16,37.85503833,-122.189705
2020-07-16,37.857055,-122.19902833
2020-07-16,47.851632,-122.0367949722
2020-07-16,47.847202,-122.041897
2020-07-16,49.1191113889,-123.0662213889
2020-07-11,39.33054667,-123.79979667
2020-07-16,39.37481683,-123.80143159
2020-07-02,57.15999352,-135.74635112
2020-07-16,37.8984062663,-122.252516232
2020-07-13,41.1296766944,-124.1521819167
2020-07-05,45.95771667,-123.58181667
2020-07-13,37.21363833,-122.32309667
2020-07-16,37.8685638889,-122.235825
2020-07-17,37.1055430822,-122.0527400449
2016-10-16,41.5202115109,-124.0799478313
2020-07-17,47.1204046312,-122.7739761539
2020-07-17,40.44245333,-123.99974667
2016-10-17,41.7955087,-124.1046827
2019-05-21,44.9355524,-123.8555587
2020-07-17,44.2875894325,-124.110499179
2020-07-17,48.66518,-122.998375
2020-07-17,39.5817107906,-123.7612778549
2020-07-17,47.9078972905,-122.2957886772
2020-07-17,45.6580123818,-122.8401090392
2020-07-17,49.84225,-125.8989888889
2020-07-17,44.53450833,-123.371925
2020-06-28,50.7717083333,-128.41385
2020-07-08,49.3596918539,-123.1513945909
2020-07-17,37.8989163329,-122.5762670115
2020-07-18,49.307501,-124.2664474
2020-07-18,49.3357353748,-124.3132988961
2020-07-07,37.2589081633,-122.1954692791
2020-07-18,37.79757833,-122.15484717
2020-07-18,48.0999416667,-121.9216283333
2020-07-11,43.34420333,-124.33006333
2020-07-18,37.24753833,-122.2184
2020-07-16,48.9231150042,-124.4556543587
2020-07-18,39.1877044034,-123.7196506367
2020-07-16,48.0186326239,-122.6720036442
2020-07-18,37.0251673445,-122.057214677
2020-07-18,38.00785053,-122.798005
2020-07-18,38.00426325,-122.79642333
2020-07-18,49.3208788561,-124.2732559703
2020-06-24,44.3090151541,-124.0986173962
2020-06-24,44.3094121365,-124.0983030965
2020-07-17,44.9234171038,-123.7136100175
2020-07-19,47.440065521,-122.4683757783
2020-07-02,49.3758854933,-123.0895832434
2020-07-19,48.61643667,-124.43512
2020-07-19,48.95061167,-124.219795
2020-07-19,48.95061167,-124.219795
2020-07-18,41.4034134598,-124.0631304224
2020-07-12,49.2420313,-122.9441117
2020-07-19,45.5494608,-122.77841597
2020-07-18,48.084036633,-124.5168063419
2020-07-19,37.436787231,-122.3610519245
2019-12-10,37.0151077778,-121.9347405556
2020-07-19,46.1244853529,-123.8844888233
2020-07-20,54.3047174047,-130.2680308869
2020-07-20,48.53176333,-124.44701333
2020-07-20,48.6876917936,-123.6060082912
2020-07-20,48.6878496287,-123.6061799527
2020-07-04,50.6211655813,-118.7068165377
2018-06-30,49.8193433086,-125.8790970447
2020-07-20,41.40331667,-124.06102783
2020-07-20,38.123351,-122.9012578
2020-07-20,46.19795375,-123.7753125278
2020-07-20,37.253009308,-122.195738028
2004-08-30,48.382005,-123.53785
2020-07-20,37.1720450857,-122.2227572277
2020-07-19,38.72926333,-123.45928833
2020-07-17,48.945245,-124.23818833
2020-07-21,40.5705772173,-124.2645080292
2020-07-21,40.570732277,-124.2652341376
2020-07-21,44.1215401283,-123.3325816413
2020-07-21,47.7909432,-122.2406871
2020-07-20,47.3027631528,-122.6469231024
2010-05-08,45.5877573,-123.5526967
2020-07-18,41.3422868842,-124.0169523549
2020-07-19,48.66229167,-122.991325
2020-07-21,37.8386456078,-122.5105284809
2020-07-21,45.1196084944,-121.9005440777
2020-07-21,37.9247704475,-122.3018652947
2020-07-19,49.1913466871,-122.8490124643
2020-07-21,54.088563318,-128.5855821591
2020-07-20,48.8868467722,-122.7784756179
2020-07-03,41.07327783,-124.14253883
2020-07-22,40.5714561134,-124.2648363109
2020-07-22,37.0175202,-121.905347
2020-07-22,47.6634638889,-122.4164438889
2020-07-22,45.7586988056,-123.9587138889
2020-05-25,37.256945699,-122.2327973225
2020-07-19,41.77933135,-124.06852926
2020-07-22,45.3407690141,-123.9807129924
2020-07-16,50.205625,-125.196525
2020-07-15,50.2064888889,-125.1944972222
2020-07-22,47.52443667,-122.10752783
2020-07-20,47.6515180533,-124.3892538365
2020-07-20,47.6515180533,-124.3892538365
2020-07-22,37.90389167,-122.25839167
2020-07-18,50.136075,-125.2373722222
2020-07-18,50.1361166667,-125.2377083333
2020-07-22,40.5738453837,-124.2649975111
2020-07-22,40.5738870798,-124.2649400394
2020-07-15,39.3310960088,-123.8027884757
2011-06-30,37.8970199,-122.5811177
2020-07-23,58.6027478753,-134.9219489751
2020-07-23,41.53042,-124.0521305
2020-07-23,41.17165898,-123.9763990612
2020-07-19,37.79371667,-122.17935833
2020-07-24,47.4485049873,-121.9673041662
2020-07-24,37.3989990072,-122.2895605495
2020-07-24,45.5831129,-122.788282
2014-05-21,42.095462,-123.4042884
2020-07-22,53.4698,-128.83535833
2020-07-23,47.61377884,-124.02697997
2020-07-24,46.4497559082,-123.9000947887
2020-07-24,54.3032366665,-130.268455621
2020-07-24,48.9562695903,-122.7605225825
2020-07-24,37.3990694444,-122.2895805556
2020-07-24,48.63563,-123.324225
2020-07-24,48.6356416667,-123.3242333333
2020-07-24,48.635655,-123.32425
2020-07-24,48.63565,-123.32425
2020-07-24,37.9286992296,-122.1550349628
2019-05-13,44.0152361167,-123.8436366667
2020-07-23,38.01816667,-122.80046167
2020-07-24,49.31948,-124.2733166667
2020-07-24,49.3214833333,-124.2724683333
2020-07-25,45.5,-122.74
2020-07-24,48.6484333333,-123.7282944444
2020-07-16,47.74481667,-122.22767
2020-07-25,44.7193301477,-122.7105407932
2020-07-20,39.3730259061,-123.7689545741
2020-07-15,39.3316879722,-123.792991
2020-07-25,48.59927,-122.21913
2020-07-25,45.8874386425,-123.9497249824
2020-07-25,49.2456328129,-122.9494088911
2020-07-25,39.3314649473,-123.7967104846
2020-07-25,39.33189667,-123.78469167
2020-07-24,37.8980416667,-122.7105783333
2020-07-25,49.2384547062,-122.9939607158
2020-07-25,47.5057683562,-122.0641672615
2020-07-25,47.5080306392,-122.0655901874
2020-07-25,47.52794402,-122.00016293
2020-07-25,49.2520828532,-123.2513827054
2020-07-24,52.4396722941,-126.177084446
2020-07-21,52.3820688508,-126.5589002945
2020-07-25,47.53296667,-122.1265555
2020-07-25,37.9464517671,-122.5959629302
2020-07-26,45.5033083333,-122.8389611111
2020-07-25,47.8158404953,-121.5502671951
2020-07-26,40.7367724044,-124.1496056141
2020-07-21,47.65012,-124.38845
2020-07-26,37.897555,-122.59408667
2020-07-26,37.7977148097,-122.1506551124
2020-07-25,38.3108772628,-120.7224888897
2020-07-26,37.2770962584,-122.2915198027
2020-07-25,47.57376333,-123.54011667
2020-07-26,41.40086545,-124.02906172
2020-07-26,44.6429761264,-123.3256797729
2020-07-26,37.9610483435,-122.6840388608
2020-07-26,37.954097818,-122.6773360549
2020-07-26,37.954093906,-122.6783615127
2020-07-19,39.3763939722,-123.818869
2020-07-19,45.48878667,-123.96396667
2020-05-03,48.64689167,-122.48680833
2020-07-24,47.5732583377,-123.53823
2020-07-23,37.3916694444,-122.249725
2020-07-24,47.8707259932,-123.9042103618
2020-07-02,49.3531686042,-123.0167487292
2020-07-02,49.3607992345,-123.023885022
2020-07-02,49.3680786438,-123.0301874373
2020-07-13,47.46936667,-123.84308667
2020-07-26,45.34151167,-123.974655
2020-07-19,45.5381029645,-122.3782109581
2020-07-27,37.2104519386,-122.3342655077
2020-07-27,47.933771,-122.289814
2020-07-25,48.1568724197,-123.8274463965
2020-07-05,48.16195283,-123.681695
2020-07-27,47.5540550027,-122.1174144932
2020-07-28,41.1345901399,-124.1576843229
2020-07-27,49.2958666667,-122.2340555556
2020-07-28,37.4372766667,-122.3692033333
2020-07-28,37.428675,-122.3510566667
2020-06-07,37.3079583005,-122.2790009696
2015-03-09,45.5281027778,-122.7306833333
2015-03-09,45.5280888889,-122.7306833333
2019-09-14,48.0839893915,-121.9687419757
2020-07-22,50.5855744,-128.2311703205
2019-07-28,48.7947403563,-123.1669538259
2020-07-28,39.07650695,-123.47758085
2020-07-29,48.48950333,-122.47708
2020-07-23,50.5324120059,-127.4416207823
2020-07-23,50.5324120059,-127.4416207823
2020-07-29,41.932644115,-123.7336326304
2020-07-28,41.8222448271,-123.1647377966
2020-07-23,37.01319445,-122.03903333
2020-07-29,47.3744600629,-122.3194022477
2020-07-29,47.944627173,-122.3045813665
2020-07-29,40.899155,-124.04492217
2020-07-29,50.038419771,-125.2882790565
2020-07-29,50.0384165409,-125.2884064615
2020-07-29,50.0383577778,-125.28725
2020-07-29,50.0383555556,-125.2872472222
2020-06-01,49.4436405575,-123.7283031382
2020-07-27,39.3338570683,-123.7919848714
2020-07-30,47.7112110353,-122.2231211453
2020-07-18,47.8655448096,-124.0361791187
2020-07-30,49.8,-123.13
2020-07-30,49.7835996329,-123.1283131934
2020-07-30,37.03831383,-122.0627445
2020-07-27,45.2900298291,-122.6813045182
2020-07-27,47.3190888628,-122.4135273322
2020-07-27,47.3190888628,-122.4135273322
2020-07-27,47.3190888628,-122.4135273322
2020-07-27,40.5691226784,-124.257619778
2020-07-30,50.0385833333,-125.2888638889
2020-07-23,50.5506148403,-127.5392572582
2020-07-22,50.5506148403,-127.5392572582
2020-07-22,50.5506148403,-127.5392572582
2020-07-22,50.5464059682,-127.5348084792
2020-07-06,48.60616333,-124.20868
2020-07-31,49.241575,-124.346995
2020-07-31,49.2427172947,-124.3498049492
2020-07-30,44.329395,-124.10231117
2020-07-12,48.6988669444,-123.5469975
2020-07-17,37.92163333,-122.58840333
2020-08-01,49.4764039661,-123.8650593648
2020-07-25,44.663475,-123.24016667
2020-07-31,41.79662167,-124.0871805
2020-08-01,36.98696529,-121.90709518
2020-07-27,41.1350934453,-124.1581687928
2020-08-01,47.7093750278,-122.3726487222
2020-08-01,37.98913833,-122.79737833
2020-08-01,46.4140049943,-123.9331784076
2020-08-01,48.5096456488,-122.6516698421
2020-08-01,37.17278667,-122.24584167
2020-08-01,37.4371194444,-122.3661722222
2020-07-04,47.5388358333,-122.0159
2020-08-02,37.8984613154,-122.555256799
2020-07-29,47.5056685586,-121.7473047875
2020-08-01,38.0666958018,-122.9201768246
2020-07-09,47.7897406459,-122.2985360733
2020-08-02,44.65665,-123.2389816667
2020-08-02,49.3213103762,-124.2726956061
2020-07-30,44.42314167,-124.07991667
2020-08-02,47.530559742,-121.985511173
2020-08-02,47.6575821758,-124.2013031244
2020-08-01,47.6575821758,-124.2013031244
2020-08-02,48.9219416667,-125.5385083333
2020-08-02,49.3213466667,-124.2726466667
2020-08-02,50.7021303866,-127.4497191559
2020-07-17,49.5897065462,-125.5340823904
2020-07-31,41.0690937577,-124.1496089101
2020-08-01,47.8676045685,-122.2549751325
2020-08-02,47.6426401245,-122.0482859015
2020-08-02,47.6425942682,-122.0432366431
2020-08-02,45.8146709833,-122.7998769833
2019-05-30,45.6809202376,-121.6480265761
2020-05-05,48.541552585,-123.4986139057
2020-08-03,37.8959664729,-122.5816412217
2020-07-31,49.42763968,-124.67336563
2020-07-31,49.42496296,-124.67484579
2020-08-03,50.0424151915,-125.3312924692
2020-08-03,49.2489812,-123.2306048
2020-08-03,48.341285398,-123.7043859761
2020-06-20,48.6082281159,-122.4322303471
2020-07-30,49.32218,-122.45717
2020-08-03,43.5857488949,-124.1736765242
2020-07-23,37.4922804316,-122.3643550649
2020-07-22,47.8692328817,-123.8358787159
2020-08-04,44.9878992842,-123.9971472584
2020-08-02,48.9596694678,-123.5086937458
2020-08-02,48.9596710869,-123.5086998699
2020-08-02,48.9596739016,-123.5087090562
2020-07-25,48.459695,-123.304022
2020-07-25,48.45994,-123.306307
2020-07-25,48.45994,-123.306307
2020-08-04,39.1589666667,-121.0727222222
2020-08-03,37.0078925469,-121.9072651814
2020-07-28,40.03951383,-121.00075555
2020-07-28,40.04613883,-121.01917217
2020-08-04,37.43637833,-122.341745
2020-06-23,49.24815,-124.949654
2020-06-23,49.249939,-124.947678
2020-08-02,41.1612861111,-124.1292277778
2020-08-02,41.161163,-124.128532
2020-08-02,41.1587722222,-124.1261527778
2020-08-02,41.129544,-124.157277
2020-08-03,48.3966226185,-123.6431491747
2020-08-02,50.2573294086,-125.2721124128
2020-08-02,50.2573294086,-125.2721124128
2020-08-02,50.2573294086,-125.2721124128
2020-08-02,50.2573294086,-125.2721124128
2020-08-02,50.2573294086,-125.2721124128
2020-08-02,50.2573294086,-125.2721124128
2020-08-02,50.2573294086,-125.2721124128
2020-08-02,50.2573294086,-125.2721124128
2020-08-02,50.2573294086,-125.2721124128
2020-08-02,50.2573294086,-125.2721124128
2020-08-02,50.2573294086,-125.2721124128
2020-08-02,50.2573294086,-125.2721124128
2020-08-03,50.2573294086,-125.2721124128
2020-08-03,50.2573294086,-125.2721124128
2020-08-03,50.2573294086,-125.2721124128
2020-08-03,50.2573294086,-125.2721124128
2020-08-03,50.2573294086,-125.2721124128
2020-08-03,50.2573294086,-125.2721124128
2020-08-03,50.2573294086,-125.2721124128
2020-08-03,50.2573294086,-125.2721124128
2020-08-03,50.2573294086,-125.2721124128
2020-08-02,45.492,-122.52282833
2020-08-04,37.4367734045,-122.3685124052
2020-08-04,37.4364811695,-122.3653665093
2020-07-30,40.8839016667,-122.92897
2020-08-05,48.1234719,-123.1765913
2020-08-04,47.7530443214,-122.3685775188
2020-08-05,37.406855,-122.26589167
2020-08-05,37.4068979925,-122.2659824415
2020-08-05,40.7018227084,-124.20103658
2020-07-25,45.774262907,-122.3052392383
2020-08-05,37.2738283333,-122.2464416667
2020-08-04,48.597805,-122.70687833
2020-06-26,50.684383,-128.261459
2020-08-05,47.172526,-122.278502
2020-07-25,39.4469133333,-123.7616416667
2020-08-04,49.1686944444,-125.9656666667
2020-06-27,50.7073193989,-128.2696440172
2020-06-27,50.7073193989,-128.2696440172
2020-06-27,50.7119870001,-128.277252
2020-06-27,50.71553,-128.284149
2020-06-27,50.718563,-128.288467
2020-06-27,50.719513,-128.291443
2020-06-27,50.724545,-128.2979130001
2020-08-05,37.5261998614,-122.3211064401
2020-08-02,41.30963833,-123.95942833
2020-07-09,39.3323583333,-123.7601472222
2020-08-06,45.4300137,-122.5873976
2010-05-01,48.4668113185,-123.5647594465
2020-08-06,45.168055,-123.952775
2020-08-06,43.90831167,-124.09954717
2020-08-06,48.836101848,-124.1339542795
2020-08-04,45.3908394284,-121.7512791791
2020-08-06,50.6037430544,-127.0802444592
2020-08-06,50.6037430544,-127.0802444592
2020-08-06,37.19537833,-122.29546333
2020-05-11,49.7145256122,-123.0680023304
2020-08-06,47.6681473246,-122.6856889856
2020-06-28,50.78294,-128.36792
2020-08-06,50.2226101782,-125.1993261673
2020-05-30,47.8395679639,-122.3493173942
2020-08-05,50.22278333,-125.1996
2020-06-28,50.771469,-128.412888
2020-08-06,37.914445,-122.26691333
2018-12-24,38.5620042082,-122.6065860973
2020-08-07,49.279336254,-122.906315435
2020-08-06,50.02853333,-125.301155
2020-08-07,45.4686478386,-122.2664551904
2014-05-25,37.2603916539,-122.1968078613
2020-08-07,47.7899113857,-122.2102044519
2020-08-07,48.75430947,-121.54738048
2020-08-07,48.7546183,-121.54721829
2020-08-07,48.75525702,-121.54733444
2020-08-06,50.2111279499,-126.5221670215
2020-08-07,50.1249815058,-122.9367153348
2020-08-07,47.5540550027,-122.1174144932
2020-08-07,48.0926695,-123.57567
2020-08-07,43.6453279741,-122.6596900821
2020-07-29,38.0331833333,-122.8025888889
2020-08-07,47.4097450886,-123.2017942367
2020-08-02,50.2627507678,-125.2622502533
2020-08-02,50.2630888889,-125.2606277778
2020-08-02,50.2626527778,-125.2602944444
2020-08-02,50.2612277778,-125.2710722222
2020-08-03,50.25855,-125.2773611111
2020-08-03,50.2581736603,-125.2771533251
2020-08-07,44.640645,-123.28996333
2020-08-03,50.2575500409,-125.2781680698
2020-08-06,46.1339774652,-123.8793929985
2020-08-03,50.2571527778,-125.2783611111
2020-08-03,50.2572239768,-125.2780658717
2020-08-06,39.2768530185,-123.7772352875
2020-08-07,50.6198948925,-126.5641227365
2014-06-20,49.3052531406,-123.1481232777
2020-08-08,49.3672697963,-121.493639144
2020-08-08,49.3123564873,-123.1389393756
2019-08-28,54.0757506449,-131.7957757686
2020-08-08,49.3358968442,-123.2633035404
2020-08-07,50.6181861111,-126.5770388889
2020-08-08,49.1480771755,-123.9799343795
2020-08-08,48.4746101334,-123.546252449
2020-08-08,37.5683629722,-122.488055
2020-08-08,49.2440718079,-122.9320684722
2020-08-08,49.0511917247,-122.8635464326
2020-08-08,47.8670611111,-122.2218333333
2020-08-08,49.0497195118,-122.8612017802
2020-08-08,49.0127326735,-122.4622969785
2020-08-08,49.0486989815,-122.8613725285
2020-07-28,47.8608809,-123.9348333
2020-08-08,49.0103750147,-122.4601714847
2020-08-08,45.3652946977,-123.77308351
2020-08-08,47.8151352285,-121.9980712609
2017-01-14,37.5726583333,-122.4879138889
2006-05-30,56.7899295162,-132.9308315892
2010-05-28,48.8330702123,-123.5095950788
2015-09-26,48.1261933425,-124.7040280104
2018-07-21,47.0328333333,-124.1584777778
2018-04-30,48.7846444444,-122.9551694444
2018-06-29,48.6846416667,-121.0910861111
2020-08-08,49.2428766667,-124.3490666667
2020-08-08,49.2422716667,-124.3488033333
2020-08-08,45.5359383021,-122.2187648435
2020-08-08,45.53953667,-122.72767
2020-08-06,38.338405,-122.59715333
2020-08-08,38.0454611111,-122.8335944444
2020-08-07,48.92657833,-125.54325
2020-07-25,49.3275111111,-122.6936555556
2020-07-25,49.3279611111,-122.6927194444
2020-07-25,49.331775,-122.6905138889
2020-08-08,49.6738055556,-123.15625
2020-08-08,48.2114833333,-121.5474027778
2020-08-07,49.265647,-124.753201
2020-07-29,45.41538833,-122.69453333
2020-08-08,40.88871167,-124.07763617
2020-08-08,49.6945862081,-122.7095523477
2020-06-07,34.7361864942,-119.9664659053
2020-08-08,41.4398040771,-124.0416412354
2020-08-08,47.4724804334,-123.1798639521
2020-08-08,48.22633,-121.95375
2020-08-08,47.885475,-123.75456167
2020-08-08,45.6893416667,-122.2450583333
2020-08-09,60.5130167806,-151.1160016136
2020-08-09,48.7007156201,-122.4867952411
2020-08-06,47.4620053247,-122.1340465173
2020-08-09,37.38942167,-122.26007833
2020-08-09,49.1616133624,-124.0003406905
2020-07-26,49.6857504732,-125.5308915675
2020-08-09,47.4957463476,-121.7867775634
2020-07-28,49.1913466871,-122.8490124643
2020-08-09,48.9666247742,-123.8322415193
2020-08-06,49.1913466871,-122.8490124643
2020-08-09,45.2092213,-122.2879070997
2020-08-01,41.7688631222,-124.110336341
2020-08-09,37.4325723728,-122.3507472131
2020-08-05,41.16264717,-124.12825
2020-08-05,41.1598695,-124.12864717
2020-08-08,41.79683,-124.0369805
2020-08-09,49.3378925424,-123.0165837597
2020-08-05,41.52540467,-124.0542095
2020-08-09,48.33910333,-123.66306333
2014-06-23,47.8610885562,-123.9353942871
2014-06-22,47.8608809,-123.9348333
2020-08-09,57.1309805643,-135.3656984385
2007-08-19,48.8167787343,-123.5095942765
2020-08-08,49.1336548398,-123.915204143
2020-08-03,49.6730412634,-125.5693460743
2020-04-17,48.9125,-123.5463888889
2011-04-28,38.0194268201,-122.7303314209
2011-10-14,38.5393827984,-123.0048229761
2015-04-08,37.9753405337,-122.7853598056
2020-08-10,47.9495814075,-123.2047775883
2020-08-05,45.5292972222,-122.7151472222
2020-08-06,49.5220228841,-125.5871204713
2020-08-08,50.284905,-126.951545
2020-08-08,48.94264167,-125.57272167
2020-08-11,50.52257694,-126.57051799
2020-08-11,41.2111851402,-124.0168692109
2020-08-11,61.60825297,-149.06507479
2020-08-07,50.9717420276,-118.5654439533
2020-07-24,47.86340833,-123.932
2020-07-30,38.708375,-123.42852
2020-08-11,49.04415833,-125.684105
2020-06-10,47.31624667,-122.53893333
2017-06-20,47.5328633333,-122.1251221667
2020-08-04,41.7961819961,-124.087852011
2020-08-12,45.4736577592,-122.5351406864
2020-08-12,45.473567074,-122.5343760214
2020-08-12,45.4747176776,-122.5349283871
2020-08-12,45.47411653,-122.53438594
2020-08-11,40.6685335556,-124.1000941389
2020-08-12,39.33173333,-123.80131667
2020-08-12,39.331775,-123.80136167
2020-08-03,40.6464706032,-123.4977931107
2019-04-12,37.9948141096,-122.9791374042
2020-08-12,38.4353753317,-122.509274818
2017-11-22,41.1398666667,-124.1479333333
2020-08-08,50.628925,-126.87221333
2005-03-25,37.8970199,-122.5811177
2019-10-26,40.1312917422,-123.8268930907
2020-01-30,40.1280433333,-123.8250033333
2020-08-12,47.6653710472,-121.400646777
2020-08-10,49.3356277778,-122.8463277778
2020-08-10,47.85985653,-123.93103888
2020-08-07,45.4303014722,-122.5464986389
2020-08-13,49.5119938859,-123.9591858163
2020-08-13,37.9403833333,-122.6583527778
2020-08-10,39.3577409154,-123.812370141
2020-07-09,48.3330421709,-123.6400311907
2020-08-13,49.35326333,-122.45148333
2020-08-10,56.34893833,-133.56448333
2020-08-12,47.7130093059,-122.2402211509
2020-08-12,47.7133515866,-122.2375506263
2020-08-14,47.7917677203,-124.1228730152
2020-08-14,47.4661598635,-121.9334047677
2020-08-14,48.4552777778,-123.5116666667
2020-07-16,48.78404167,-123.38665833
2020-08-14,49.6732759702,-123.1579232609
2020-08-14,49.3287124633,-122.9971542358
2020-08-07,50.6183783469,-126.5759300672
2020-08-07,50.6183783469,-126.5759300672
2020-08-07,50.6182290637,-126.5776266709
2020-08-07,50.6183783469,-126.5759300672
2020-08-07,50.6183783469,-126.5759300672
2020-08-06,50.7494094674,-126.4963179558
2020-08-05,37.4063638,-122.2657783
2020-08-14,38.9073833333,-120.8283533333
2020-08-13,41.7882961111,-124.0553977778
2020-08-14,48.1109305,-124.69132167
2020-08-13,40.8765490833,-124.0637972222
2011-07-08,45.5709848,-122.7683495
2020-08-14,47.9746195485,-123.1088249758
2020-08-15,37.19666667,-122.30656333
2020-08-04,41.39781667,-124.01065
2020-08-15,48.5373768261,-123.5006556538
2020-08-15,47.5217777778,-122.1262638889
2020-08-08,50.6643349,-127.0800102
2020-08-08,50.6643349,-127.0800102
2020-08-08,50.6643349,-127.0800102
2020-08-08,50.6643349,-127.0800102
2020-08-09,50.6426438655,-127.1599679846
2020-08-15,49.2282090647,-123.9945581183
2020-08-09,50.6390217703,-127.0060961661
2020-08-09,50.6390217703,-127.0060961661
2020-08-09,50.6390217703,-127.0060961661
2020-08-09,50.6390217703,-127.0060961661
2018-01-15,38.4127727,-122.6908921
2020-08-15,49.4177583333,-124.65477
2020-07-03,41.7679203282,-124.1070526988
2019-05-26,47.7072169068,-122.3652579635
2020-08-14,49.4376987137,-123.3626521535
2020-08-16,49.298255519,-123.1449981376
2020-08-11,41.4396805556,-124.0418555556
2020-08-11,41.3735797222,-124.0132633333
2020-08-16,47.60227947,-121.97590609
2020-08-08,50.6654527778,-127.0799138889
2020-08-08,50.6653305556,-127.0798222222
2020-08-16,47.60195451,-121.97500533
2020-08-16,47.60301859,-121.97972196
2020-08-12,59.676598,-151.40181
2020-08-16,45.1979207997,-122.3194739
2020-08-16,45.202097,-122.311553
2020-07-22,42.8042582889,-124.3071203773
2020-08-15,38.906931,-120.770369
2020-08-14,42.9873908889,-82.3523483889
2020-08-11,48.4836680069,-123.9009413123
2020-08-12,41.7647056333,-124.1283944329
2020-08-16,57.0513888889,-135.3161111111
2020-08-15,49.4138033333,-124.6656666667
2020-08-16,45.1947165974,-123.9554367874
2019-06-22,48.552966,-124.422299
2020-08-15,49.2986611111,-122.9079805556
2020-08-15,49.2981388889,-122.9093472222
2018-01-27,37.9166277778,-122.2737583333
2018-04-21,37.9056083333,-122.2609111111
